,doi,title,type,journal,date,citations,altmetric,authors,org_led,org_authors,genders,org_genders,first_gender,last_gender,female_authors,male_authors,nonbinary_authors,affiliations,countries
25,10.1016/j.epsl.2014.10.015,Basin-scale partitioning of Greenland ice sheet mass balance components (2007-2011),Journal,Earth and Planetary Science Letters,2015-01-01,50.0,4.45,"M. L. Andersen, L. Stenseng, H. Skourup, W. Colgan, S. A. Khan, S. S. Kristensen, S. B. Andersen, J. E. Box, A. P. Ahlstrøm, X. Fettweis, R. Forsberg",False,"Andreas Peter Ahlstrøm, William Colgan, Signe Bech Andersen, Jason E. Box","male, male, female, male, male, male, female, male, male, male, male","male, male, female, male",male,male,2.0,9.0,0.0,"Technical University of Denmark, Geological Survey of Denmark and Greenland, Université de Liège","Belgium, Denmark"
26,,Katabatic winds and piteraq storms: Observations from the Greenland ice sheet,Book Series,Geological Survey of Denmark and Greenland Bulletin,2014-01-01,15.0,,"Dirk van As, Robert S. Fausto, Konrad Steffen, Andreas P. Ahlstrøm, Signe B. Andersen, Morten L. Andersen, Jason E. Box, Charalampos Charalampidis, Michele Citterio, William T. Colgan, Karen Edelvang, Signe H. Larsen, Søren Nielsen, Martin Veicherts, Anker Weidick",False,"Andreas Peter Ahlstrøm, Robert Schjøtt Fausto, William Colgan, Signe Hillerup Larsen, Signe Bech Andersen, Jason E. Box, Michele Citterio","male, male, male, male, female, male, male, male, male, male, female, female, male, male, male","male, male, male, female, female, male, male",male,male,3.0,12.0,0.0,"Geological Survey of Denmark and Greenland, Eidgenössische Forschungsanstalt für Wald, Schnee und Landschaft WSL","Denmark, Switzerland"
27,,Mass loss from an ice-sheet drainage basin in West Greenland,Book Series,Geological Survey of Denmark and Greenland Bulletin,2014-01-01,0.0,,"Morten L. Andersen, Signe B. Andersen, Lars Stenseng, Henriette Skourup, William Colgan, Steen S. Kristensen, John P. Merryman Boncori, Andreas P. Ahlstrøm, Xavier Fettweis, René Forsberg, Michele Citterio, Jason E. Box, Dirk van As, Robert S. Fausto",False,"Andreas Peter Ahlstrøm, William Colgan, Robert Schjøtt Fausto, Signe Bech Andersen, Jason E. Box, Michele Citterio","male, female, male, female, male, male, male, male, male, male, male, male, male, male","male, male, male, female, male, male",male,male,2.0,12.0,0.0,"Technical University of Denmark, Geological Survey of Denmark and Greenland, Istituto Nazionale Di Geofisica E Vulcanologia, Rome, Université de Liège","Italy, Belgium, Denmark"
28,10.3189/2014JoG13J065,Increasing meltwater discharge from the Nuuk region of the Greenland ice sheet and implications for mass balance (1960-2012),Journal,Journal of Glaciology,2014-01-01,49.0,,"Dirk Van As, Morten Langer Andersen, Dorthe Petersen, Xavier Fettweis, Jan H. Van Angelen, Jan T.M. Lenaerts, Michiel R. Van Den Broeke, James M. Lea, Carl E. Bøggild, Andreas P. Ahlstrøm, Konrad Steffen",False,Andreas Peter Ahlstrøm,"male, male, female, male, male, male, male, male, male, male, male",male,male,male,1.0,10.0,0.0,"Asiaq - Greenland Survey Nuuk, Institute for Marine and Atmospheric Research, Utrecht, Eidgenössische Forschungsanstalt für Wald, Schnee und Landschaft WSL, Université de Liège, Technical University of Denmark, Geological Survey of Denmark and Greenland, University of Aberdeen","Belgium, Switzerland, United Kingdom, Denmark, Netherlands, Greenland"
29,10.5194/essd-5-277-2013,Seasonal velocities of eight major marine-terminating outlet glaciers of the Greenland ice sheet from continuous in situ GPS instruments,Journal,Earth System Science Data,2013-07-30,28.0,5.0,"A. P. Ahlstrøm, S. B. Andersen, M. L. Andersen, H. Machguth, F. M. Nick, I. Joughin, C. H. Reijmer, R. S.W. Van De Wal, J. P. Merryman Boncori, J. E. Box, M. Citterio, D. Van As, R. S. Fausto, A. Hubbard",True,"Andreas Peter Ahlstrøm, Robert Schjøtt Fausto, Signe Bech Andersen, Jason E. Box, Michele Citterio","male, female, male, male, female, male, male, male, male, male, male, male, male, male","male, male, female, male, male",male,male,2.0,12.0,0.0,"Institute for Marine and Atmospheric Research, Utrecht, Aberystwyth University, Technical University of Denmark, Université Libre de Bruxelles, Geological Survey of Denmark and Greenland, Byrd Polar and Climate Research Center, University of Washington","United States, Belgium, United Kingdom, Denmark, Netherlands"
30,10.5194/tc-7-445-2013,Brief communication the aerophotogrammetric map of Greenland ice masses,Journal,Cryosphere,2013-03-25,25.0,0.5,"M. Citterio, A. P. Ahlstrøm",True,"Andreas Peter Ahlstrøm, Michele Citterio","male, male","male, male",male,male,0.0,2.0,0.0,Geological Survey of Denmark and Greenland,Denmark
31,,Darkening of the Greenland ice sheet due to the meltalbedo feedback observed at PROMICE weather stations,Book Series,Geological Survey of Denmark and Greenland Bulletin,2013-01-01,24.0,,"Dirk van As, Robert S. Fausto, William T. Colgan, Jason E. Box, Andreas P. Ahlstrøm, Signe B. Andersen, Morten L. Andersen, Charalampos Charalampidis, Michele Citterio, Karen Edelvang, Trine S. Jensen, Signe H. Larsen, Horst Machguth, Søren Nielsen, Martin Veicherts, Anker Weidick",False,"Andreas Peter Ahlstrøm, Robert Schjøtt Fausto, William Colgan, Signe Hillerup Larsen, Signe Bech Andersen, Jason E. Box, Michele Citterio","male, male, male, male, male, female, male, male, male, female, female, female, male, male, male, male","male, male, male, female, female, male, male",male,male,4.0,12.0,0.0,Geological Survey of Denmark and Greenland,Denmark
32,10.3189/2012JoG12J075,Instruments and methods: Assessing the accuracy of Greenland ice sheet ice ablation measurements by pressure transducer,Journal,Journal of Glaciology,2012-12-01,20.0,,"Robert S. Fausto, Dirk Van As, Andreas P. Ahlstrøm, Michele Citterio",True,"Andreas Peter Ahlstrøm, Robert Schjøtt Fausto, Michele Citterio","male, male, male, male","male, male, male",male,male,0.0,4.0,0.0,Geological Survey of Denmark and Greenland,Denmark
33,10.3189/2012JoG12J034,"Calibration and evaluation of a high-resolution surface mass-balance model for Paakitsoq, West Greenland",Journal,Journal of Glaciology,2012-12-01,12.0,,"Alison F. Banwell, Ian C. Willis, Neil S. Arnold, Alexandra Messerli, Cameron J. Rye, Marco Tedesco, Andreas P. Ahlstrøm",False,Andreas Peter Ahlstrøm,"female, male, male, female, male, male, male",male,female,male,2.0,5.0,0.0,"City College of New York, Københavns Universitet, Scott Polar Research Institute, Geological Survey of Denmark and Greenland, University of Oxford","United Kingdom, Denmark, United States"
34,10.1657/1938-4246-44.3.306,"Modeling suspended sediment concentration and transport, Mittivakkat glacier, southeast Greenland",Journal,"Arctic, Antarctic, and Alpine Research",2012-08-01,4.0,,"Robert Fausto, Sebastian Mernild, Bent Hasholt, Andreas Ahlstrøm, Niels Knudsen",True,"Andreas Peter Ahlstrøm, Robert Schjøtt Fausto","male, male, male, male, male","male, male",male,male,0.0,5.0,0.0,"Los Alamos National Laboratory, Geological Survey of Denmark and Greenland, Københavns Universitet, Aarhus Universitet","United States, Denmark"
35,10.5194/tc-6-533-2012,"Brief communication: Greenland's shrinking ice cover: ""Fast times"" but not that fast",Journal,Cryosphere,2012-05-11,24.0,8.616,"J. S. Kargel, A. P. Ahlstrøm, R. B. Alley, J. L. Bamber, T. J. Benham, J. E. Box, C. Chen, P. Christoffersen, M. Citterio, J. G. Cogley, H. Jiskoot, G. J. Leonard, P. Morin, T. Scambos, T. Sheldon, I. Willis",False,"Andreas Peter Ahlstrøm, Michele Citterio, Jason E. Box","male, male, male, male, male, male, male, male, male, male, male, male, male, male, male, male","male, male, male",male,male,0.0,16.0,0.0,"University of Minnesota Twin Cities, Geological Survey of Denmark and Greenland, University of Colorado Boulder, Science Media Centre, Scott Polar Research Institute, University of Bristol, Pennsylvania State University, Trent University, University of Lethbridge, Byrd Polar and Climate Research Center, The University of Arizona","Canada, United Kingdom, Denmark, United States"
36,,Ablation observations for 2008-2011 from the Programme for Monitoring of the Greenland Ice Sheet (PROMICE),Book Series,Geological Survey of Denmark and Greenland Bulletin,2012-01-01,29.0,,"Robert S. Fausto, Dirk van As, Andreas P. Ahlstrom, Signe B. Andersen, Morten L. Andersen, Michele Citterio, Karen Edelvang, Signe H. Larsen, Horst Machguth, Soren Nielsen, Anker Weidick",True,"Robert Schjøtt Fausto, Michele Citterio, Signe Hillerup Larsen, Signe Bech Andersen","male, male, male, female, male, male, female, female, male, male, male","male, male, female, female",male,male,3.0,8.0,0.0,Geological Survey of Denmark and Greenland,Denmark
37,10.1038/ngeo1349,Rapid response of Helheim Glacier in Greenland to climate variability over the past century,Journal,Nature Geoscience,2012-01-01,95.0,43.192,"Camilla S. Andresen, Fiammetta Straneo, Mads Hvid Ribergaard, Anders A. Bjørk, Thorbjørn J. Andersen, Antoon Kuijpers, Niels Nørgaard-Pedersen, Kurt H. Kjær, Frands Schjøth, Kaarina Weckström, Andreas P. Ahlstrøm",True,"Andreas Peter Ahlstrøm, Camilla Snowman Andresen","female, female, male, male, male, male, male, male, male, female, male","male, female",female,male,3.0,8.0,0.0,"Woods Hole Oceanographic Institution, Danmarks Meteorologiske Institut, Københavns Universitet, Statens Naturhistoriske Museum, Geological Survey of Denmark and Greenland","United States, Denmark"
38,10.3189/002214311798843377,Present-day temperature standard deviation parameterization for Greenland,Journal,Journal of Glaciology,2011-12-01,11.0,,"Robert S. Fausto, Andreas P. Ahlstrøm, Dirk Van As, Konrad Steffen",True,"Andreas Peter Ahlstrøm, Robert Schjøtt Fausto","male, male, male, male","male, male",male,male,0.0,4.0,0.0,"Geological Survey of Denmark and Greenland, University of Colorado Boulder","United States, Denmark"
39,10.1175/1520-0477-92.6.S1,State of the climate in 2010,Journal,Bulletin of the American Meteorological Society,2011-01-01,68.0,16.544,"Christine Achberger, Steven A. Ackerman, A. Ahlstrøm, Eric J. Alfaro, Robert J. Allan, Lincoln Alves, Jorge A. Amador, Vincent Amelie, Solonomenjanahary Andrianjafinirina, John Antonov, Derek S. Arndt, Igor Ashik, Zachary Atheru, Samar M. Attaher, Julian Baez, Viva Banzon, Molly O. Baringer, Sandra Barreira, David Barriopedro, Pawan K. Barthia, Lisa M. Beal, Andreas Becker, Michael J. Behrenfeld, Gerald D. Bell, Alan S. Belward, Angela Benedetti, Paul Berrisford, David I. Berry, Agnieszka Beszczynska-Moeller, Uma S. Bhatt, Mario Bidegain, Nathaniel L. Bindoff, Peter Bissolli, Eric S. Blake, Jessica Blunden, Prithiviraj Booneeady, Michael G. Bosilovich, Dagne R. Boudet, Jason E. Box, Timothy P. Boyer, David H. Bromwich, Ross Brown, Harry L. Bryden, Olga N. Bulygina, John Burrows, J. Butler, Philippe Cais, Blanca Calderon, T. V. Callaghan, Suzana J. Camargo, John Cappelen, Eddy Carmack, Don P. Chambers, Muthuvel Chelliah, Maria P. Chidichimo, H. Christiansen, John Christy, Caio A.S. Coelho, Steve Colwell, Josefino C. Comiso, Gilbert P. Compo, Jake Crouch, Stuart A. Cunningham, Virgen C. Cutié, Aiguo Dai, Valentina Davydova-Belitskaya, Richard De Jeu, David Decker, Dick Dee, M. Demircan, Chris Derksen, Howard J. Diamond, Ed J. Dlugokencky, Kathleen Dohan, A. Johannes Dolman, Wouter Dorigo, Dmitry S. Drozdov, Paul J. Durack, Geoffrey S. Dutton, David Easterling, Ayataka Ebita, Jon Eischeid, James W. Elkins, Howard E. Epstein, Christian Euscátegui, Eleanor Faijka-Williams, James S. Famiglietti, Rija Faniriantsoa, Richard A. Feely, Balázs M. Fekete, Chris Fenimore, Xavier Fettweis, Eric Fields, Vitali E. Fioletov, Chris T. Fogarty, Ryan L. Fogt, B. C. Forbes, Michael J. Foster, E. Frajka-Williams, Melissa Free",False,"Andreas Peter Ahlstrøm, Jason E. Box","female, male, male, male, male, male, male, male, male, male, male, male, male, female, male, female, female, female, male, male, female, male, male, male, male, female, male, male, female, female, male, male, male, male, female, male, male, male, male, male, male, male, male, female, male, male, male, female, male, female, male, male, male, male, female, female, male, male, male, male, male, male, male, male, male, female, male, male, male, male, male, male, male, female, male, male, male, male, male, male, male, male, male, male, male, female, male, male, male, male, male, male, male, male, male, male, male, male, male, female","male, male",female,female,19.0,81.0,0.0,"Universidad de la Republica, Instituto de Hidrología de Meteorología y Estudios Ambientales de Colombia (IDEAM), Direction Générale de la Météorologie, Seychelles Meteorological Services, Institute for Marine and Atmospheric Research, Utrecht, Technische Universität Wien, Université de Liège, Turkish State Meteorological Service, University of Virginia, Institute for Marine and Antarctic Studies, University of Wisconsin-Madison, National Center for Atmospheric Research, University Corporation for Atmospheric Research, Byrd Polar and Climate Research Center, University of California, Irvine, European Centre for Medium-Range Weather Forecasts, Universidad de Costa Rica, All-Russian Research Institute of Hydrometeorological Information - World Data Center, Rosenstiel School of Marine and Atmospheric Science, National Oceanic and Atmospheric Administration, University of South Florida St. Petersburg, Laboratoire des Sciences du Climat et de l'Environnement, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung, Danmarks Meteorologiske Institut, NOAA-Cooperative Remote Sensing Science &amp, Earth and Space Research, Max Planck Institute for Meteorology, Deutscher Wetterdienst, NOAA Atlantic Oceanographic and Meteorological Laboratory, European Commission Joint Research Centre,  Technology Center, Agricultural Research Center, Ohio University, Kungl. Vetenskapsakademien, WMO RA VI Regional Climate Centre on Climate Monitoring, IGAD Climate Prediction and Applications Centre (ICPAC), DMH-DINAC, Göteborgs Universitet, Environment Canada, University of Alaska Fairbanks, Mauritius Meteorological Services, CSIRO Marine and Atmospheric Research, University of Colorado Boulder, Japan Meteorological Agency, Institute of Ocean Sciences, Fisheries and Oceans Canada, Met Office, Arktinen keskus, Rovaniemi, University of California, Santa Barbara, Instituto de Meteorologia de la Republica de Cuba, The University of Alabama in Huntsville, Institute of the Earth Cryosphere of the Siberian Branch of the RAS, British Antarctic Survey, Commonwealth Scientific and Industrial Research Organization, NASA Goddard Space Flight Center, The University Centre in Svalbard, National Hurricane Center, Oregon State University, Universidade de Lisboa, National Oceanography Centre Southampton, Antarctic Climate and Ecosystems Cooperative Research Centre, Vrije Universiteit Amsterdam, Arctic and Antarctic Research Institute, Universität Bremen, Geological Survey of Denmark and Greenland, Lamont-Doherty Earth Observatory, Instituto Nacional de Pesquisas Espaciais, Universidad de Guadalajara, Argentine Naval Hydrographic Service","Uruguay, Belgium, Cuba, Argentina, Russian Federation, Germany, Mexico, Mauritius, France, Sweden, Brazil, Kenya, Japan, Finland, Portugal, Egypt, Norway, Madagascar, Seychelles, Colombia, Canada, Denmark, Australia, Costa Rica, United States, Paraguay, Austria, Turkey, United Kingdom, Netherlands"
40,10.1029/2010GL043289,Sudden increase in tidal response linked to calving and acceleration at a large Greenland outlet glacier,Journal,Geophysical Research Letters,2010-06-01,33.0,,"Julia De Juan, Pedro Elósegui, Meredith Nettles, Tine B. Larsen, James L. Davis, Gordon S. Hamilton, Leigh A. Stearns, Morten L. Andersen, Göran Ekström, Andreas P. Ahlstrøm, Lars Stenseng, S. Abbas Khan, René Forsberg",False,Andreas Peter Ahlstrøm,"female, male, female, female, male, male, female, male, male, male, male, male, male",male,female,male,4.0,9.0,0.0,"University of Maine, Harvard-Smithsonian Center for Astrophysics, Technical University of Denmark, CSIC - Instituto de Ciencias del Espacio (ICE), University of Kansas, Geological Survey of Denmark and Greenland, Lamont-Doherty Earth Observatory","United States, Denmark, Spain"
