,doi,title,type,journal,date,citations,altmetric,authors,org_led,org_authors,genders,org_genders,first_gender,last_gender,female_authors,male_authors,nonbinary_authors,affiliations,countries
267,10.5194/tc-7-1901-2013,Constraining grace-derived cryosphere-attributed signal to irregularly shaped ice-covered areas,Journal,Cryosphere,2013-12-17,3.0,,"W. Colgan, S. Luthcke, W. Abdalati, M. Citterio",True,"William Colgan, Michele Citterio","male, male, male, male","male, male",male,male,0.0,4.0,0.0,"Geological Survey of Denmark and Greenland, NASA Goddard Space Flight Center, University of Colorado Boulder","United States, Denmark"
268,10.5194/tc-6-1339-2012,Brief communication historical glacier length changes in West Greenland,Journal,Cryosphere,2012-11-22,23.0,23.16,"P. W. Leclercq, A. Weidick, F. Paul, T. Bolch, M. Citterio, J. Oerlemans",False,Michele Citterio,"male, male, male, male, male, male",male,male,male,0.0,6.0,0.0,"Geological Survey of Denmark and Greenland, Technische Universität Dresden, Universiteit Utrecht, University of Zurich","Netherlands, Denmark, Germany, Switzerland"
269,10.3189/2012AoG60A030,Tidewater glacier fluctuations in central east greenland coastal and fjord regions (1980s-2005),Journal,Annals of Glaciology,2012-11-01,22.0,14.544,"Hester Jiskoot, Dan Juhlin, Heather S.T. Pierre, Michele Citterio",False,Michele Citterio,"female, male, female, male",male,female,male,2.0,2.0,0.0,"Geological Survey of Denmark and Greenland, University of Lethbridge","Canada, Denmark"
270,,Neoglacial and historical glacier changes around Kangersuneq fjord in southern West Greenland,Book Series,Geological Survey of Denmark and Greenland Bulletin,2012-01-01,35.0,,"Anker Weidick, Ole Bennike, Michele Citterio, Niels Nørgaard-Pedersen",False,Michele Citterio,"male, male, male, male",male,male,male,0.0,4.0,0.0,Geological Survey of Denmark and Greenland,Denmark
271,10.3189/002214311795306600,"The ice-dammed Lake Isvand, West Greenland, has lost its water",Journal,Journal of Glaciology,2011-03-01,18.0,,"Anker Weidick, Michele Citterio",False,Michele Citterio,"male, male",male,male,male,0.0,2.0,0.0,Geological Survey of Denmark and Greenland,Denmark
272,10.1016/j.coldregions.2007.03.004,"Using ASTER satellite and ground-based surface temperature measurements to derive supraglacial debris cover and thickness patterns on Miage Glacier (Mont Blanc Massif, Italy)",Journal,Cold Regions Science and Technology,2008-05-01,91.0,3.0,"C. Mihalcea, B. W. Brock, G. Diolaiuti, C. D'Agata, M. Citterio, M. P. Kirkbride, M. E.J. Cutler, C. Smiraglia",False,Michele Citterio,"male, male, male, male, male, male, male, male",male,male,male,0.0,8.0,0.0,"University of Dundee, Politecnico di Milano, Università degli Studi di Milano","Italy, United Kingdom"
273,,"Initial results from the Automatic Weather Station (AWS) on the ablation tongue of Forni Glacier (Upper Valtellina, Italy)",Journal,Geografia Fisica e Dinamica Quaternaria,2007-12-01,16.0,,"Michele Citterio, Guglielmina Diolaiuti, Claudio Smiraglia, Gianpietro Verza, Eraldo Meraldi",True,Michele Citterio,"male, female, male, male, male",male,male,male,1.0,4.0,0.0,"ARPA Lombardia Centra Nivometeorologico di Bormio (SO, Geological Survey of Denmark and Greenland, Consiglio Nazionale delle Ricerche, Università degli Studi di Milano","Italy, Denmark"
274,10.1111/j.1468-0459.2007.00316.x,The fluctuations of Italian glaciers during the last century: A contribution to knowledge about alpine glacier changes,Journal,"Geografiska Annaler, Series A: Physical Geography",2007-09-01,65.0,6.0,"Michele Citterio, Guglielmina Diolaiuti, Claudio Smiraglia, Carlo D'Agata, Teresa Carnielli, Giuseppe Stella, Gian Bartolomeo Siletto",True,Michele Citterio,"male, female, male, male, female, male, male",male,male,male,2.0,5.0,0.0,"CESI S.p.A., Geological Survey of Denmark and Greenland, Università degli Studi di Milano, Regione Lombardia","Italy, Denmark"
275,10.1002/hyp.6198,"Rates, processes and morphology of freshwater calving at Miage Glacier (Italian Alps)",Journal,Hydrological Processes,2006-06-30,28.0,,"Guglielmina Diolaiuti, M. Citterio, T. Carnielli, C. D'Agata, M. Kirkbride, C. Smiraglia",False,Michele Citterio,"female, male, female, male, male, male",male,female,male,2.0,4.0,0.0,"University of Dundee, Università degli Studi di Milano","Italy, United Kingdom"
276,10.1016/j.dendro.2005.07.001,"Landscape history in the subalpine karst region of Moncodeno (Lombardy Prealps, Northern Italy)",Journal,Dendrochronologia,2005-10-17,7.0,,"Maurizio Santilli, Manuela Pelfini, Michele Citterio, Stefano Turri",False,Michele Citterio,"male, female, male, male",male,male,male,1.0,3.0,0.0,Università degli Studi di Milano,Italy
277,10.1038/s41467-021-24742-0,Vulnerability of the North Water ecosystem to climate change,Journal,Nature Communications,2021-12-01,3.0,131.73,"Sofia Ribeiro, Audrey Limoges, Guillaume Massé, Kasper L. Johansen, William Colgan, Kaarina Weckström, Rebecca Jackson, Eleanor Georgiadis, Naja Mikkelsen, Antoon Kuijpers, Jesper Olsen, Steffen M. Olsen, Martin Nissen, Thorbjørn J. Andersen, Astrid Strunk, Sebastian Wetterich, Jari Syväranta, Andrew C.G. Henderson, Helen Mackay, Sami Taipale, Erik Jeppesen, Nicolaj K. Larsen, Xavier Crosta, Jacques Giraudeau, Simone Wengrat, Mark Nuttall, Bjarne Grønnow, Anders Mosbech, Thomas A. Davidson",True,"William Colgan, Sofia Ribeiro","female, female, male, male, male, female, female, female, female, male, male, male, male, male, female, male, male, male, female, male, male, male, male, male, female, male, male, male, male","male, female",female,male,9.0,20.0,0.0,"National Museum of Denmark, Faculty of Humanities and Social Sciences, Itä-Suomen yliopisto, Universität Konstanz, University of Jyväskylä, University of New Brunswick, Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung, Københavns Universitet, Danmarks Meteorologiske Institut, Middle East Technical University (METU), Helsingin Yliopisto, Laboratoire d'Océanographie et du Climat : Expérimentations et Approches Numériques, Aarhus Universitet,  Health, University of Alberta, Greenland Institute for Natural Resources, Agency for Data Supply and Efficiency, Université de Bordeaux, Université Laval, Faculty of Social Sciences &amp, Sino-Danish Centre for Education and Research, Geological Survey of Denmark and Greenland","France, China, Turkey, Finland, Germany, Canada, United Kingdom, Denmark, Greenland"
278,10.1029/2021GL094252,Estimating Ice Discharge at Greenland's Three Largest Outlet Glaciers Using Local Bedrock Uplift,Journal,Geophysical Research Letters,2021-07-28,0.0,15.98,"Karina Hansen, Martin Truffer, Andy Aschwanden, Kenneth Mankoff, Michael Bevis, Angelika Humbert, Michiel R. van den Broeke, Brice Noël, Anders Bjørk, William Colgan, Kurt H. Kjær, Surendra Adhikari, Valentina Barletta, Shfaqat A. Khan",False,"William Colgan, Kenneth David Mankoff","female, male, male, male, male, female, male, male, male, male, male, male, female, male","male, male",female,male,3.0,11.0,0.0,"Jet Propulsion Laboratory, University of Alaska Fairbanks, Institute for Marine and Atmospheric Research, Utrecht, Københavns Universitet, The Ohio State University, Technical University of Denmark, Universität Bremen, Geological Survey of Denmark and Greenland","Germany, United States, Denmark, Netherlands"
279,10.3389/feart.2021.578978,"Firn Evolution at Camp Century, Greenland: 1966–2100",Journal,Frontiers in Earth Science,2021-03-22,2.0,4.65,"Baptiste Vandecrux, William Colgan, Anne M. Solgaard, Jørgen Peder Steffensen, Nanna B. Karlsson",True,"William Colgan, Nanna Bjørnholt Karlsson, Anne Munck Solgaard, Baptiste Vandecrux","male, male, female, male, female","male, female, female, male",male,female,2.0,3.0,0.0,"Geological Survey of Denmark and Greenland, Niels Bohr Institutet",Denmark
280,10.1029/2020GL091216,Greenland Ice Sheet Mass Balance (1992–2020) From Calibrated Radar Altimetry,Journal,Geophysical Research Letters,2021-02-16,4.0,48.83,"Sebastian B. Simonsen, Valentina R. Barletta, William T. Colgan, Louise Sandberg Sørensen",False,William Colgan,"male, female, male, female",male,male,female,2.0,2.0,0.0,"Technical University of Denmark, Geological Survey of Denmark and Greenland",Denmark
281,10.1029/2020JF005598,Topographic Correction of Geothermal Heat Flux in Greenland and Antarctica,Journal,Journal of Geophysical Research: Earth Surface,2021-02-01,0.0,29.5,"William Colgan, Joseph A. MacGregor, Kenneth D. Mankoff, Ryan Haagenson, Harihar Rajaram, Yasmina M. Martos, Mathieu Morlighem, Mark A. Fahnestock, Kristian K. Kjeldsen",True,"Kristian Kjellerup Kjeldsen, William Colgan, Kenneth David Mankoff","male, male, male, male, male, female, male, male, male","male, male, male",male,male,1.0,8.0,0.0,"Johns Hopkins University, NASA Goddard Space Flight Center, University of Alaska Fairbanks, University of Colorado Boulder, University of Maryland, College Park, Geological Survey of Denmark and Greenland, University of California, Irvine","United States, Denmark"
282,10.1021/acs.est.1c01975,"High-Resolution Tritium Profile in an Ice Core from Camp Century, Greenland",Journal,Environmental Science and Technology,2021-01-01,0.0,3.35,"Jixin Qiao, William Colgan, Gunnar Jakobs, Sven Nielsen",False,William Colgan,"male, male, male, male",male,male,male,0.0,4.0,0.0,"Technical University of Denmark, Geological Survey of Denmark and Greenland",Denmark
283,10.1029/2020JF005775,Time-Varying Ice Sheet Mask: Implications on Ice-Sheet Mass Balance and Crustal Uplift,Journal,Journal of Geophysical Research: Earth Surface,2020-12-01,0.0,4.35,"Kristian K. Kjeldsen, Shfaqat A. Khan, William T. Colgan, Joseph A. MacGregor, Robert S. Fausto",True,"Kristian Kjellerup Kjeldsen, William Colgan, Robert Schjøtt Fausto","male, male, male, male, male","male, male, male",male,male,0.0,5.0,0.0,"Technical University of Denmark, Geological Survey of Denmark and Greenland, NASA Goddard Space Flight Center","United States, Denmark"
284,10.1017/jog.2020.26,Search and recovery of aircraft parts in ice-sheet crevasse fields using airborne and in situ geophysical sensors,Journal,Journal of Glaciology,2020-06-01,1.0,11.8,"Kenneth D. Mankoff, Dirk Van As, Austin Lines, Thue Bording, Joshua Elliott, Rune Kraghede, Hubert Cantalloube, Hélène Oriot, Pascale Dubois-Fernandez, Olivier Ruault Du Plessis, Anders Vest Christiansen, Esben Auken, Karina Hansen, William Colgan, Nanna B. Karlsson",True,"William Colgan, Nanna Bjørnholt Karlsson, Kenneth David Mankoff","male, male, male, male, male, male, male, female, female, male, male, male, female, male, female","male, female, male",male,female,4.0,11.0,0.0,"Greenland Guidance, Polar Research Equipment, Aarhus Universitet, ONERA-DEMR - Électromagnétisme et Radar, Geological Survey of Denmark and Greenland, Thayer School of Engineering at Dartmouth, Universite Paris-Saclay","France, United States, Denmark, Netherlands"
285,10.1017/jog.2020.62,The age of surface-exposed ice along the northern margin of the Greenland Ice Sheet,Journal,Journal of Glaciology,2020-01-01,3.0,32.4,"Joseph A. MacGregor, Mark A. Fahnestock, William T. Colgan, Nicolaj K. Larsen, Kristian K. Kjeldsen, Jeffrey M. Welker",False,"Kristian Kjellerup Kjeldsen, William Colgan","male, male, male, male, male, male","male, male",male,male,0.0,6.0,0.0,"University of Alaska Anchorage, NASA Goddard Space Flight Center, University of Alaska Fairbanks, Københavns Universitet, University of Oulu, Geological Survey of Denmark and Greenland","Finland, United States, Denmark"
286,10.1016/j.coldregions.2019.102788,"Ice-penetrating radar survey of the subsurface debris field at Camp Century, Greenland",Journal,Cold Regions Science and Technology,2019-09-01,9.0,10.35,"Nanna B. Karlsson, William T. Colgan, Daniel Binder, Horst Machguth, Jakob Abermann, Karina Hansen, Allan Pedersen",True,"Nanna Bjørnholt Karlsson, William Colgan","female, male, male, male, male, female, male","female, male",female,male,2.0,5.0,0.0,"Universitat Graz, University of Zurich, Asiaq Greenland Survey, Central Institute for Meteorology and Geodynamics, Vienna, Geological Survey of Denmark and Greenland, University of Fribourg","Greenland, Denmark, Switzerland, Austria"
287,,"Circum-greenland, ice-thickness measurements collected during PROMICE airborne surveys in 2007, 2011 and 2015",Book Series,Geological Survey of Denmark and Greenland Bulletin,2018-01-01,3.0,,"Louise Sandberg Sørensen, Sebastian B. Simonsen, René Forsberg, Lars Stenseng, Henriette Skourup, Steen Savstrup Kristensen, William Colgan",False,William Colgan,"female, male, male, male, female, male, male",male,female,male,2.0,5.0,0.0,"Technical University of Denmark, Geological Survey of Denmark and Greenland",Denmark
288,10.34194/geusb.v41.4347,Initial field activities of the camp century climate monitoring programme in Greenland,Book Series,Geological Survey of Denmark and Greenland Bulletin,2018-01-01,6.0,0.5,"William Colgan, Allan Pedersen, Daniel Binder, Horst Machguth, Jakob Abermann, Mike Jayred",True,William Colgan,"male, male, male, male, male, male",male,male,male,0.0,6.0,0.0,"Asiaq, Geological Survey of Denmark and Greenland, University of Fribourg, University of Wisconsin-Madison","United States, Denmark, Switzerland, Greenland"
289,10.1017/jog.2017.5,"Quantifying supraglacial meltwater pathways in the Paakitsoq region, West Greenland",Journal,Journal of Glaciology,2017-06-01,22.0,15.08,"Conrad Koziol, Neil Arnold, Allen Pope, William Colgan",False,William Colgan,"male, male, male, male",male,male,male,0.0,4.0,0.0,"Cooperative Institute for Research in Environmental Sciences, University of Colorado Boulder, Scott Polar Research Institute, York University, University of Washington","Canada, United Kingdom, United States"
290,10.1130/G38479.1,"Recent retreat of Columbia Glacier, Alaska: Millennial context",Journal,Geology,2017-06-01,3.0,9.2,"Anders E. Carlson, Zoe Kilmer, Leah B. Ziegler, Joseph S. Stoner, Greg C. Wiles, Kaitlin Starr, Maureen H. Walczak, William Colgan, Alberto V. Reyes, David J. Leydet, Robert G. Hatfield",False,William Colgan,"male, female, female, male, male, female, female, male, male, male, male",male,male,male,4.0,7.0,0.0,"The College of Wooster, University of Alberta, Oregon State University, United States Military Academy at West Point, York University","Canada, United States"
291,10.3389/feart.2017.00020,Inferring firn permeability from pneumatic testing: A case study on the Greenland ice sheet,Journal,Frontiers in Earth Science,2017-03-03,4.0,8.83,"Aleah N. Sommers, Harihar Rajaram, Eliezer P. Weber, Michael J. Macferrin, Williamt Colgan, C. Max Stevens",False,William Colgan,"female, male, male, male, male, male",male,female,male,1.0,5.0,0.0,"York University, University of Colorado Boulder, LLC, University of Washington","Canada, United States"
292,10.1002/2016GL069688,"The abandoned ice sheet base at Camp Century, Greenland, in a warming climate",Journal,Geophysical Research Letters,2016-08-16,21.0,1988.176,"William Colgan, Horst Machguth, Mike MacFerrin, Jeff D. Colgan, Dirk van As, Joseph A. MacGregor",True,William Colgan,"male, male, male, male, male, male",male,male,male,0.0,6.0,0.0,"NASA Goddard Space Flight Center, University of Zurich, Brown University, University of Colorado Boulder, York University, Geological Survey of Denmark and Greenland, University of Fribourg","Canada, United States, Denmark, Switzerland"
293,10.1017/aog.2016.2,Thermal tracing of retained meltwater in the lower accumulation area of the Southwestern Greenland ice sheet,Journal,Annals of Glaciology,2016-07-01,17.0,5.08,"Charalampos Charalampidis, Dirk Van As, William T. Colgan, Robert S. Fausto, Michael Macferrin, Horst Machguth",False,"William Colgan, Robert Schjøtt Fausto","male, male, male, male, male, male","male, male",male,male,0.0,6.0,0.0,"Uppsala Universitet, University of Colorado Boulder, Technical University of Denmark, York University, Geological Survey of Denmark and Greenland","Canada, United States, Sweden, Denmark"
294,10.1002/2015JF003803,A synthesis of the basal thermal state of the Greenland Ice Sheet,Journal,Journal of Geophysical Research: Earth Surface,2016-07-01,91.0,94.38,"Joseph A. MacGregor, Mark A. Fahnestock, Ginny A. Catania, Andy Aschwanden, Gary D. Clow, William T. Colgan, S. Prasad Gogineni, Mathieu Morlighem, Sophie M.J. Nowicki, John D. Paden, Stephen F. Price, Hélène Seroussi",False,William Colgan,"male, male, female, male, male, male, male, male, female, male, male, female",male,male,female,3.0,9.0,0.0,"Los Alamos National Laboratory, NASA Goddard Space Flight Center, University of Kansas, Jet Propulsion Laboratory, University of Alaska Fairbanks, University of Colorado Boulder, Jackson School of Geosciences, United States Geological Survey Central Region, The University of Texas at Austin, York University, University of California, Irvine","Canada, United States"
295,10.1002/2015RG000504,"Glacier crevasses: Observations, models, and mass balance implications",Journal,Reviews of Geophysics,2016-03-01,79.0,19.8,"William Colgan, Harihar Rajaram, Waleed Abdalati, Cheryl McCutchan, Ruth Mottram, Mahsa S. Moussavi, Shane Grigsby",True,William Colgan,"male, male, male, female, female, female, male",male,male,male,3.0,4.0,0.0,"Cooperative Institute for Research in Environmental Sciences, University of Colorado Boulder, Danmarks Meteorologiske Institut, Animedia Science, York University","Canada, United States, Denmark"
296,10.1126/science.aab1702,Ice sheets: Holocene deceleration of the Greenland Ice Sheet,Journal,Science,2016-02-05,31.0,169.162,"Joseph A. MacGregor, William T. Colgan, Mark A. Fahnestock, Mathieu Morlighem, Ginny A. Catania, John D. Paden, S. Prasad Gogineni",False,William Colgan,"male, male, male, male, female, male, male",male,male,male,1.0,6.0,0.0,"University of Kansas, University of Alaska Fairbanks, Jackson School of Geosciences, The University of Texas at Austin, York University, Geological Survey of Denmark and Greenland, University of California, Irvine","Canada, United States, Denmark"
297,10.1002/2015EF000301,Considering thermal-viscous collapse of the Greenland ice sheet,Journal,Earth's Future,2015-07-01,16.0,132.76,"William Colgan, Aleah Sommers, Harihar Rajaram, Waleed Abdalati, Joel Frahm",True,William Colgan,"male, female, male, male, male",male,male,male,1.0,4.0,0.0,"Geological Survey of Denmark and Greenland, University of Colorado Boulder, Cooperative Institute for Research in Environmental Sciences","United States, Denmark"
298,10.1016/B978-0-12-394849-6.00020-2,"Ice Sheets, Glaciers, and Sea Level",Book,"Snow and Ice-Related Hazards, Risks, and Disasters",2015-01-01,7.0,1.0,"Ian Allison, William Colgan, Matt King, Frank Paul",False,William Colgan,"male, male, male, male",male,male,male,0.0,4.0,0.0,"University of Tasmania, Geological Survey of Denmark and Greenland, Antarctic Climate and Ecosystems Cooperative Research Centre, University of Zurich","Denmark, Switzerland, Australia"
299,10.1016/B978-0-12-394849-6.00002-0,"Physical, Thermal, and Mechanical Properties of Snow, Ice, and Permafrost",Book,"Snow and Ice-Related Hazards, Risks, and Disasters",2015-01-01,18.0,,"Lukas U. Arenson, William Colgan, Hans Peter Marshall",False,William Colgan,"male, male, male",male,male,male,0.0,3.0,0.0,"Geological Survey of Denmark and Greenland, Boise State University, BGC Engineering Inc.","Canada, United States, Denmark"
300,10.1061/(ASCE)CR.1943-5495.0000067,Considering the ice excavation required to establish and maintain an open ice pit,Journal,Journal of Cold Regions Engineering,2014-09-01,4.0,2.35,William Colgan,True,William Colgan,male,male,male,,0.0,1.0,0.0,"Geological Survey of Denmark and Greenland, Cooperative Institute for Research in Environmental Sciences","United States, Denmark"
301,10.1061/(ASCE)CR.1943-5495.0000057,Open-pit glacier ice excavation: Brief review,Journal,Journal of Cold Regions Engineering,2013-11-26,8.0,,"William Colgan, Lukas U. Arenson",True,William Colgan,"male, male",male,male,male,0.0,2.0,0.0,"Geological Survey of Denmark and Greenland, University of Colorado Boulder, BGC Engineering Inc.","Canada, United States, Denmark"
302,10.1002/2013EO440001,Real- Time changes in arctic ice presented in online portal,Journal,Eos,2013-10-29,1.0,1.0,"R. S. Fausto, W. Colgan, P. L. Langen",True,"Robert Schjøtt Fausto, William Colgan","male, male, male","male, male",male,male,0.0,3.0,0.0,"Geological Survey of Denmark and Greenland, Danish Meteorogoical Institute",Denmark
303,10.1002/jgrf.20079,"Evaluation of cryo-hydrologic warming as an explanation for increased ice velocities in the wet snow zone, Sermeq Avannarleq, West Greenland",Journal,Journal of Geophysical Research: Earth Surface,2013-09-01,54.0,26.95,"Thomas Phillips, Harihar Rajaram, William Colgan, Konrad Steffen, Waleed Abdalati",False,William Colgan,"male, male, male, male, male",male,male,male,0.0,5.0,0.0,"Geological Survey of Denmark and Greenland, University of Colorado Boulder, Eidgenössische Forschungsanstalt für Wald, Schnee und Landschaft WSL","United States, Denmark, Switzerland"
304,10.3189/2013JoG12J202,"Observed and modelled ice temperature and velocity along the main flowline of East Rongbuk Glacier, Qomolangma (Mount Everest), Himalaya",Journal,Journal of Glaciology,2013-07-01,20.0,,"Tong Zhang, Cunde Xiao, William Colgan, Xiang Qin, Wentao Du, Weijun Sun, Yushuo Liu, Minghu Ding",False,William Colgan,"male, male, male, male, male, male, male, male",male,male,male,0.0,8.0,0.0,"Cold and Arid Regions Environmental and Engineering Research Institute Chinese Academy of Sciences, University of Chinese Academy of Sciences, University of Colorado Boulder, Chinese Academy of Meteorological Sciences, Geological Survey of Denmark and Greenland","China, United States, Denmark"
305,10.1002/grl.50456,"Recent warming at Summit, Greenland: Global context and implications",Journal,Geophysical Research Letters,2013-05-28,52.0,58.994,"Daniel McGrath, William Colgan, Nicolas Bayou, Atsuhiro Muto, Konrad Steffen",False,William Colgan,"male, male, male, male, male",male,male,male,0.0,5.0,0.0,"ETH Zürich, University of Colorado Boulder, Eidgenössische Forschungsanstalt für Wald, Schnee und Landschaft WSL, Ecole Polytechnique Fédérale de Lausanne, Pennsylvania State University, Geological Survey of Denmark and Greenland","United States, Denmark, Switzerland"
306,10.1016/j.geomorph.2012.08.018,Far-flung moraines: Exploring the feedback of glacial erosion on the evolution of glacier length,Journal,Geomorphology,2012-12-15,32.0,,"Robert S. Anderson, Miriam Dühnforth, William Colgan, Leif Anderson",False,William Colgan,"male, female, male, male",male,male,male,1.0,3.0,0.0,"Ludwig-Maximilians-Universität München, University of Colorado Boulder","United States, Germany"
307,10.5194/tc-6-1395-2012,"Monte Carlo ice flow modeling projects a new stable configuration for Columbia Glacier, Alaska, c. 2020",Journal,Cryosphere,2012-12-05,18.0,8.0,"W. Colgan, W. T. Pfeffer, H. Rajaram, W. Abdalati, J. Balog",True,William Colgan,"male, male, male, male, male",male,male,male,0.0,5.0,0.0,"National Aeronautics and Space Administration, University of Colorado Boulder, Extreme Ice Survey",United States
308,10.1016/j.rse.2012.03.020,A decadal investigation of supraglacial lakes in West Greenland using a fully automatic detection and tracking algorithm,Journal,Remote Sensing of Environment,2012-08-01,80.0,17.794,"Yu Li Liang, William Colgan, Qin Lv, Konrad Steffen, Waleed Abdalati, Julienne Stroeve, David Gallaher, Nicolas Bayou",False,William Colgan,"male, male, male, male, male, female, male, male",male,male,male,1.0,7.0,0.0,"National Aeronautics and Space Administration, University of Colorado Boulder",United States
309,10.3189/2012JoG11J081,The annual glaciohydrology cycle in the ablation zone of the Greenland ice sheet: Part 2. Observed and modeled ice flow,Journal,Journal of Glaciology,2012-02-01,24.0,,"William Colgan, Harihar Rajaram, Robert S. Anderson, Konrad Steffen, H. Jay Zwally, Thomas Phillips, Waleed Abdalati",True,William Colgan,"male, male, male, male, male, male, male",male,male,male,0.0,7.0,0.0,"National Aeronautics and Space Administration, NASA Goddard Space Flight Center, University of Colorado Boulder",United States
310,10.3189/002214311798043735,"Assessing the summer water budget of a moulin basin in the sermeq avannarleq ablation region, Greenland ice sheet",Journal,Journal of Glaciology,2011-10-01,49.0,,"Daniel McGrath, William Colgan, Konrad Steffen, Phillip Lauffenburger, James Balog",False,William Colgan,"male, male, male, male, male",male,male,male,0.0,5.0,0.0,"Extreme Ice Survey, University of Colorado Boulder",United States
311,10.1029/2011GL048491,"An increase in crevasse extent, West Greenland: Hydrologic implications",Journal,Geophysical Research Letters,2011-09-28,52.0,,"William Colgan, Konrad Steffen, W. Scott McLamb, Waleed Abdalati, Harihar Rajaram, Roman Motyka, Thomas Phillips, Robert Anderson",True,William Colgan,"male, male, male, male, male, male, male, male",male,male,male,0.0,8.0,0.0,"University of Colorado Boulder, University of Alaska Fairbanks",United States
312,10.1016/j.rse.2011.04.029,Modeling moulin distribution on Sermeq Avannarleq glacier using ASTER and WorldView imagery and fuzzy set theory,Journal,Remote Sensing of Environment,2011-09-15,26.0,3.0,"T. Phillips, S. Leyk, H. Rajaram, W. Colgan, W. Abdalati, D. McGrath, K. Steffen",False,William Colgan,"male, male, male, male, male, male, male",male,male,male,0.0,7.0,0.0,"National Aeronautics and Space Administration, University of Colorado Boulder",United States
313,10.3189/002214311797409668,The annual glaciohydrology cycle in the ablation zone of the Greenland ice sheet: Part 1. Hydrology model,Journal,Journal of Glaciology,2011-09-01,40.0,,"William Colgan, Harihar Rajaram, Robert Anderson, Konrad Steffen, Thomas Phillips, Ian Joughin, H. Jay Zwally, Waleed Abdalati",True,William Colgan,"male, male, male, male, male, male, male, male",male,male,male,0.0,8.0,0.0,"National Aeronautics and Space Administration, NASA Goddard Space Flight Center, University of Washington, University of Colorado Boulder",United States
314,10.1175/2009JTECHA1310.1,On the use of slow ascent meter-scale sampling (SAMS) radiosondes for observing overturning events in the free atmosphere,Journal,Journal of Atmospheric and Oceanic Technology,2010-04-01,17.0,,"Ben B. Balsley, Lakshmi Kantha, William Colgan",False,William Colgan,"male, female, male",male,male,male,1.0,2.0,0.0,University of Colorado Boulder,United States
315,10.3189/002214308785837084,Is the high-elevation region of Devon Ice Cap thickening?,Journal,Journal of Glaciology,2008-08-22,15.0,,"William Colgan, James Davis, Martin Sharp",True,William Colgan,"male, male, male",male,male,male,0.0,3.0,0.0,"University of Colorado Boulder, University of Alberta","Canada, United States"
316,10.3189/002214308784409044,"Combined oceanic and atmospheric influences on net accumulation on Devon ice cap, Nunavut, Canada",Journal,Journal of Glaciology,2008-04-17,14.0,3.5,"William Colgan, Martin Sharp",True,William Colgan,"male, male",male,male,male,0.0,2.0,0.0,"University of Colorado Boulder, University of Alberta","Canada, United States"
317,10.1029/2020GL090653,Greenland Surface Melt Dominated by Solar and Sensible Heating,Journal,Geophysical Research Letters,2021-04-01,0.0,85.352,"Wenshan Wang, Charles S. Zender, Dirk van As, Robert S. Fausto, Matthew K. Laffin",False,Robert Schjøtt Fausto,"male, male, male, male, male",male,male,male,0.0,5.0,0.0,"Geological Survey of Denmark and Greenland, University of California, Irvine","United States, Denmark"
318,10.1175/JCLI-D-19-0835.1,Strong summer atmospheric rivers trigger Greenland ice sheet melt through spatially varying surface energy balance and cloud regimes,Journal,Journal of Climate,2020-08-15,8.0,38.592,"Kyle S. Mattingly, Thomas L. Mote, Xavier Fettweis, Dirk V.A.N. As, Kristof V.A.N. Tricht, Stef Lhermitte, Claire Pettersen, Robert S. Fausto",False,Robert Schjøtt Fausto,"male, male, male, male, male, male, female, male",male,male,male,1.0,7.0,0.0,"University of Georgia, Vlaamse Instelling voor Technologisch Onderzoek, Université de Liège,  Remote Sensing, TU Delft, University of Wisconsin-Madison, Institute of Earth, Ocean, and Atmospheric Sciences, Geological Survey of Denmark and Greenland, Department of Geoscience &amp","United States, Belgium, Denmark, Netherlands"
319,10.5194/tc-14-957-2020,Brief communication: Evaluation of the near-surface climate in ERA5 over the Greenland Ice Sheet,Journal,Cryosphere,2020-03-12,23.0,5.0,"Alison Delhasse, Christoph Kittel, Charles Amory, Stefan Hofer, DIrk Van As, Robert S. Fausto, Xavier Fettweis",False,Robert Schjøtt Fausto,"female, male, male, male, male, male, male",male,female,male,1.0,6.0,0.0,"Geological Survey of Denmark and Greenland, University of Bristol, Université de Liège","United Kingdom, Belgium, Denmark"
320,10.3389/feart.2019.00146,Measuring height change around the periphery of the greenland ice sheet with radar altimetry,Journal,Frontiers in Earth Science,2019-06-18,6.0,1.5,"Laurence Gray, David Burgess, Luke Copland, Kirsty Langley, Prasad Gogineni, John Paden, Carl Leuschen, Dirk van As, Robert Fausto, Ian Joughin, Ben Smith",False,Robert Schjøtt Fausto,"female, male, male, female, male, male, male, male, male, male, male",male,female,male,2.0,9.0,0.0,"The University of Alabama, Asiaq Greenland Survey, Geological Survey of Canada, University of Ottawa, University of Kansas, Geological Survey of Denmark and Greenland, University of Washington","Canada, United States, Denmark, Greenland"
321,10.1017/jog.2019.4,Strong contrast in mass and energy balance between a coastal mountain glacier and the Greenland ice sheet,Journal,Journal of Glaciology,2019-04-01,2.0,12.6,"Jakob Abermann, Dirk Van As, Stefan Wacker, Kirsty Langley, Horst Machguth, Robert Schjott Fausto",False,Robert Schjøtt Fausto,"male, male, male, female, male, male",male,male,male,1.0,5.0,0.0,"Universitat Graz, University of Zurich, Asiaq, Geological Survey of Denmark and Greenland, Deutscher Wetterdienst, University of Fribourg","Austria, Switzerland, Germany, Denmark, Greenland"
